time,ax,ay,az,aT
1.8260,0.0935,0.4584,9.4054,9.417
1.8300,0.1621,-0.0542,7.8448,7.847
1.8340,0.5200,-0.6405,6.2261,6.280
1.8380,0.6609,-1.1630,5.2392,5.407
1.8410,0.5334,-1.5952,4.0894,4.422
1.8460,0.3295,-1.8845,2.2707,2.969
1.8820,0.0247,-2.5742,-0.0949,2.576
1.8850,-0.1721,-3.3152,-2.4257,4.111
1.8870,-0.3181,-4.2305,-5.4213,6.884
1.8880,-0.3258,-4.3593,-7.8805,9.012
1.9320,-0.3827,-4.9985,-9.9387,11.131
1.9360,-0.3729,-4.9108,-12.1813,13.139
1.9380,-0.6656,-5.2278,-13.9611,14.923
1.9400,-0.8285,-5.0822,-15.4825,16.316
1.9420,-1.0172,-4.9771,-16.2669,17.042
1.9450,-1.2516,-5.6194,-16.7180,17.681
1.9700,-1.5398,-5.7624,-17.6076,18.590
1.9730,-1.8419,-5.2684,-17.1363,18.022
1.9750,-1.9092,-5.6848,-16.7216,17.764
2.0640,-2.0573,-5.7890,-16.3662,17.481
2.0680,-1.8030,-5.9134,-15.8750,17.036
2.0700,-1.8051,-5.9164,-15.3513,16.551
2.0740,-1.6071,-5.9612,-14.8761,16.106
2.0770,-1.7015,-6.1926,-14.4269,15.792
2.0790,-1.7410,-6.2011,-13.8852,15.306
2.0820,-1.8710,-6.2938,-13.4184,14.939
2.0860,-1.9388,-6.4503,-12.8134,14.476
2.0880,-1.8867,-6.4838,-12.2960,14.028
2.0910,-1.7697,-6.4881,-11.8121,13.592
2.0950,-1.7199,-6.3963,-11.3200,13.115
2.0980,-1.7104,-6.2911,-11.2006,12.960
2.1040,-1.6422,-6.2003,-10.8320,12.589
2.1290,-1.4563,-6.0625,-10.1984,11.953
2.1310,-1.1308,-5.6477,-8.7419,10.469
2.1330,-0.9696,-5.0379,-7.0373,8.709
2.1470,-0.6960,-4.5183,-5.6931,7.301
2.1950,-0.4256,-4.0183,-4.1153,5.767
2.1970,0.0497,-3.9553,-1.8877,4.383
2.1980,0.1365,-2.4169,-1.3885,2.791
2.2000,-0.0395,-2.1617,-1.7078,2.755
2.2020,-0.0457,-1.8983,-0.7941,2.058
2.2040,0.5870,-2.2121,5.3851,5.851
2.2420,1.0980,-3.3437,10.0944,10.690
2.2480,1.4493,-4.0633,10.0184,10.908
2.2490,1.5818,-3.6670,9.9568,10.728
2.2510,1.1272,-3.1045,9.9129,10.449
2.2530,-0.2918,-2.9763,9.8850,10.327
2.2740,-1.2532,-2.2362,9.8668,10.194
2.2760,-1.1072,-0.9072,9.8613,9.965
2.2830,-0.9571,0.6049,9.8660,9.931
2.3750,-0.5345,1.9457,9.8787,10.083
2.3780,0.4312,2.9934,9.8959,10.348
2.3790,1.2354,3.6675,9.9144,10.643
2.3820,2.8388,3.7305,9.9332,10.984
2.3840,1.5257,4.6470,9.9486,11.086
2.3860,2.2779,3.8542,9.9643,10.924
2.3880,2.0946,3.5600,9.9795,10.801
2.3900,1.2970,2.9299,9.9948,10.496
2.3920,1.1388,2.5194,10.0124,10.387
2.3950,0.8689,2.0171,9.4270,9.680
2.3970,0.6071,1.2976,8.4999,8.620
2.4350,0.1246,0.5506,7.4120,7.433
2.4380,-0.1801,-0.1237,6.4530,6.457
2.4390,-0.2175,-0.6465,6.0981,6.136
2.4430,-0.0966,-1.1093,6.0863,6.187
2.4470,-0.0685,-1.7259,5.9534,6.199
2.4920,-0.0064,-2.3450,5.2631,5.762
2.4940,-0.1727,-2.9364,4.1289,5.070
2.4970,-0.5303,-3.5648,2.3722,4.315
2.4980,-1.1339,-3.9578,0.0732,4.118
2.5000,-1.5022,-4.3238,-2.4793,5.206
2.5020,-1.5361,-4.6852,-5.2321,7.189
2.5580,-1.6859,-5.2257,-7.6335,9.403
2.5600,-1.6175,-5.6179,-9.6677,11.298
2.5610,-1.2738,-5.8302,-11.8687,13.285
2.5640,-0.9141,-6.1018,-14.5225,15.779
2.5660,-0.5033,-5.9330,-16.7629,17.789
2.5680,-1.5642,-7.1856,-19.6338,20.966
2.5700,-1.4484,-5.9720,-20.9271,21.811
2.6060,-1.7621,-5.9387,-21.2731,22.157
2.6080,-1.6374,-5.9396,-20.9083,21.797
2.6100,-1.3619,-5.8178,-19.9704,20.845
2.6120,-1.0365,-5.8882,-19.0197,19.937
2.6760,-0.6333,-6.0159,-17.7791,18.780
2.6810,-0.2174,-5.9796,-16.6019,17.647
2.6850,-0.5723,-6.3807,-15.1926,16.488
2.6870,-0.5751,-6.4100,-14.0703,15.472
2.6890,-0.6089,-6.5166,-12.9233,14.486
2.6910,-0.5262,-6.8890,-12.1184,13.950
2.6930,-0.5707,-6.8764,-11.2841,13.227
2.6970,-0.5665,-7.0043,-10.6218,12.736
2.7000,-0.8206,-6.9518,-10.2563,12.417
2.7250,-1.1378,-6.7737,-9.8395,12.000
2.7270,-0.9697,-6.6272,-9.3236,11.480
2.7830,-1.3016,-6.4186,-9.0580,11.178
2.7850,-1.3612,-5.9015,-8.1150,10.126
2.7860,-1.2529,-5.5402,-6.6781,8.767
2.7880,-0.8363,-5.0448,-5.0509,7.188
2.7890,-0.9417,-3.9752,-3.6113,5.453
2.7910,-1.4975,-3.2189,-2.7957,4.519
2.7920,-1.9730,-2.7509,-2.2137,4.045
2.8080,-1.4788,-2.3215,-0.7326,2.848
2.8090,-0.2930,-2.0326,2.3226,3.100
2.8570,0.5048,-1.9980,7.9595,8.222
2.8580,1.3899,-2.4091,9.9540,10.335
2.8590,0.8640,-2.3363,9.9027,10.211
2.8630,-0.3540,-1.5105,9.8665,9.988
2.8640,-1.3313,-1.1392,9.8429,9.998
2.8970,-1.6585,-1.3113,9.8269,10.052
2.8980,-2.0942,-1.1729,9.8164,10.106
2.9000,-2.6995,-0.2320,9.8088,10.176
2.9010,-2.6918,0.8666,9.8098,10.209
2.9090,-2.6352,1.7891,9.8136,10.318
2.9190,-3.2172,2.9854,9.8210,10.757
2.9440,-2.3756,3.5753,9.8323,10.729
2.9450,-1.8799,3.7592,9.6887,10.561
2.9480,-1.0942,3.6810,9.4075,10.161
2.9580,-0.3045,2.8331,9.8770,10.280
2.9830,0.0868,2.0064,9.8788,10.081
2.9840,0.3402,1.0846,9.6719,9.738
2.9880,0.5402,0.1661,9.3947,9.412
3.0000,0.3976,-0.3046,8.8423,8.856
3.0080,0.8282,-0.6345,7.5488,7.621
3.0260,0.5573,-0.9454,5.9434,6.044
3.0290,0.3667,-1.3216,3.8355,4.073
3.0380,0.3605,-1.7375,1.5400,2.350
3.1030,0.4825,-2.1768,-0.1879,2.238
3.1060,0.5844,-2.6034,-1.2513,2.947
3.1080,0.5862,-2.9350,-2.1920,3.710
3.1100,0.2952,-3.3944,-3.1944,4.670
3.1110,0.0157,-3.8551,-4.2949,5.771
3.1130,-0.4041,-4.4071,-5.4466,7.018
3.1150,-0.7025,-5.0135,-6.8081,8.484
3.1220,-0.8328,-5.4548,-8.2024,9.886
3.1280,-1.0000,-5.7183,-9.7994,11.390
3.1390,-1.1062,-5.9762,-11.3793,12.901
3.1640,-1.1529,-5.9533,-13.0078,14.352
3.1670,-1.2427,-5.8401,-15.0512,16.192
3.1690,-1.3122,-5.7668,-16.1583,17.207
3.2250,-1.4058,-5.6883,-16.5334,17.541
3.2280,-1.5387,-5.6943,-16.4444,17.470
3.2300,-1.8254,-5.4121,-16.1425,17.123
3.2310,-1.7544,-5.4045,-15.6118,16.614
3.2330,-1.6509,-5.5728,-15.1220,16.200
3.2360,-1.6015,-5.5432,-14.6071,15.705
3.2380,-1.4915,-5.5500,-13.9779,15.113
3.2480,-1.4014,-5.5745,-13.4189,14.598
3.2610,-1.4202,-5.5826,-13.4111,14.596
3.2840,-1.1213,-5.6559,-12.6805,13.930
3.2870,-1.0140,-5.6563,-12.5047,13.762
3.2890,-1.1296,-5.6786,-12.3692,13.657
3.3490,-1.1886,-5.5563,-12.3563,13.600
3.3510,-1.1010,-5.2396,-12.3029,13.417
3.3530,-1.1217,-4.7203,-12.0180,12.960
3.3540,-1.1548,-4.3012,-11.9102,12.716
3.3560,-1.0802,-3.9185,-11.2058,11.920
3.3570,-1.2407,-3.5914,-9.6953,10.413
3.3600,-1.5925,-3.1105,-7.0102,7.833
3.3750,-1.5645,-1.9422,-3.0176,3.915
3.3770,-1.4963,-1.1832,2.1123,2.846
3.3860,-1.5275,-1.1322,7.5910,7.825
3.4230,-1.9374,-0.9118,10.0936,10.318
3.4260,0.6205,-0.6572,10.0505,10.091
3.4270,1.2965,-1.5179,10.0293,10.226
3.4290,-1.3846,-3.2183,10.0112,10.607
3.4480,-5.5641,-4.4847,9.9828,12.277
3.4500,-5.7709,-5.6955,9.9409,12.828
3.4570,-2.2077,-4.6733,9.8974,11.166
3.5000,0.5439,-2.9010,9.8639,10.296
3.5010,1.2906,-0.3848,9.8447,9.936
3.5020,0.2069,2.1602,9.8406,10.077
3.5030,-1.1430,4.4164,9.8536,10.858
3.5050,-1.6871,6.0609,7.5969,9.864
3.5220,-1.9861,7.2550,4.7781,8.911
3.5440,-1.8232,6.7124,5.0503,8.596
3.5450,-1.7166,4.8332,6.7383,8.468
3.5460,-1.6658,3.0866,8.6684,9.351
3.5550,-1.5216,1.5854,9.9707,10.210
3.6000,-1.3329,0.5030,9.9721,10.073
3.6020,-1.2544,-0.1845,9.1343,9.222
3.6040,-1.0601,-0.9635,7.3171,7.456
3.6060,-0.7882,-1.6922,5.3401,5.657
3.6070,-0.4910,-2.3792,3.1522,3.980
3.6150,-0.3743,-3.2850,0.7949,3.400
3.6430,-0.5874,-4.2541,-1.3766,4.510
3.6450,-0.8843,-5.1216,-3.0353,6.019
3.6470,-1.0618,-5.5942,-4.8204,7.461
3.6570,-0.8181,-5.8625,-6.9801,9.152
3.6900,-0.3541,-6.1314,-8.6371,10.598
3.6940,0.1556,-6.2783,-9.8845,11.711
3.6960,0.4176,-6.1705,-10.8847,12.519
3.6990,0.3784,-5.7196,-12.1384,13.424
3.7050,0.3777,-4.9503,-13.7180,14.589
3.7150,0.6793,-3.9782,-15.0188,15.552
3.7460,1.4072,-3.4711,-16.2191,16.646
3.7490,0.8120,-3.9330,-17.9060,18.351
3.7510,0.8053,-3.4291,-19.1334,19.455
3.7540,0.2828,-3.6381,-20.0800,20.409
3.7970,-0.3821,-4.4500,-20.8362,21.310
3.7990,-1.2143,-5.0116,-20.5577,21.195
3.8010,-1.3151,-5.0018,-19.6608,20.330
3.8040,-1.1154,-5.2555,-18.1270,18.906
3.8070,-1.1897,-5.4892,-16.3204,17.260
3.8150,-1.3624,-5.5854,-14.1002,15.227
3.8730,-1.2855,-5.2205,-11.2565,12.475
3.8770,-1.0869,-4.7466,-9.1085,10.328
3.8790,-0.9695,-4.6734,-7.9874,9.305
3.8800,-1.1737,-4.7210,-7.5070,8.945
3.8820,-1.3672,-4.7874,-6.8659,8.481
3.8840,-1.7120,-4.8197,-6.4219,8.210
3.9260,-1.6794,-4.8406,-6.3188,8.135
3.9280,-1.1028,-4.4559,-5.8034,7.399
3.9300,-0.7292,-3.6650,-4.6394,5.957
3.9320,-1.0798,-2.7049,-3.6481,4.668
3.9340,-1.3792,-1.8944,-3.1597,3.934
3.9370,-1.5064,-1.3679,-3.0911,3.701
3.9440,-1.3300,-1.5933,-3.0554,3.694
3.9540,-1.2406,-2.2490,-2.1976,3.380
3.9740,-0.8300,-2.1384,0.3157,2.315
3.9760,0.0977,-0.7770,4.6654,4.731
3.9840,0.9254,0.4586,8.4402,8.503
4.0420,0.3142,-0.6601,9.8149,9.842
4.0440,-1.1927,-3.9229,9.8087,10.631
4.0460,-2.4516,-7.6196,9.8148,12.665
4.0470,0.2825,-8.0536,9.8718,12.743
4.0490,2.0818,-7.8172,9.8718,12.763
4.0500,2.8157,-5.4013,9.9058,11.629
4.0530,1.3459,-2.4311,9.9298,10.311
4.0740,2.5558,0.0219,9.9354,10.259
4.0760,2.4862,2.2159,9.9285,10.472
4.0870,2.0697,3.6219,9.9168,10.758
4.1220,2.0094,3.7521,9.9045,10.780
4.1240,1.9862,3.6133,9.8940,10.719
4.1260,1.7649,2.9289,9.8761,10.451
4.1280,1.2224,1.9663,9.8680,10.136
4.1320,0.3831,0.8067,9.8605,9.901
4.1640,-0.2892,-0.2439,9.8541,9.861
4.1660,-0.6644,-1.1500,9.8496,9.939
4.1680,-1.1064,-1.9324,7.8463,8.156
4.2280,-1.2747,-2.5464,5.7643,6.429
4.2300,-0.8910,-3.0183,3.6513,4.820
4.2320,-1.0737,-3.4616,1.5559,3.944
4.2340,-1.7118,-3.4738,-1.3490,4.101
4.2350,-0.6162,-3.9746,-3.4903,5.325
4.2360,-0.5036,-4.3978,-5.5951,7.134
4.2390,-1.0876,-4.4211,-7.3659,8.659
4.2420,-1.3711,-4.7260,-8.7939,10.077
4.2530,-1.4744,-4.9419,-10.1845,11.416
4.2880,-1.5323,-5.0480,-11.5247,12.675
4.2930,-1.6403,-5.0997,-13.0842,14.138
4.2960,-1.6387,-5.0587,-14.8895,15.811
4.2990,-2.0113,-5.1532,-16.3688,17.278
4.3020,-2.5252,-5.0382,-17.6244,18.504
4.3830,-2.7663,-4.9017,-18.6339,19.465
4.3850,-2.8166,-5.0065,-19.1510,19.994
4.3880,-2.8254,-5.1754,-18.6941,19.602
4.3910,-2.6778,-5.3659,-17.9830,18.957
4.3930,-2.6477,-5.4766,-17.1079,18.157
4.3950,-2.7524,-5.5427,-16.4352,17.562
4.3970,-2.8803,-5.5753,-15.8717,17.067
4.4000,-3.1224,-5.5622,-15.5204,16.780
4.4020,-3.3398,-5.5949,-15.1496,16.491
4.4050,-3.5547,-5.5800,-14.8453,16.253
4.4270,-3.6164,-5.7245,-14.4973,16.001
4.4310,-3.6266,-5.8292,-14.0627,15.649
4.4330,-3.4283,-5.7221,-13.4194,14.986
4.5130,-2.9374,-5.5060,-12.7019,14.152
4.5320,-2.7040,-5.3628,-11.0435,12.571
4.5340,-2.9028,-5.0414,-8.6956,10.462
4.5360,-3.1672,-4.6385,-6.4827,8.577
4.5370,-2.7679,-4.0563,-4.5122,6.669
4.5390,-2.1683,-3.1028,-2.0382,4.299
4.5400,-0.8487,-2.0242,-0.1344,2.199
4.5440,0.9870,-1.0033,2.2421,2.647
4.5460,2.2944,-1.0091,7.0458,7.478
4.5480,3.2652,-1.0129,9.9372,10.509
4.5500,3.6769,-0.3959,9.8938,10.562
4.5540,2.7431,-0.2975,9.8651,10.244
4.5650,0.8637,-1.4797,9.8458,9.994
4.5710,0.1054,-2.5421,9.8330,10.157
4.5950,1.1240,-2.4132,9.8256,10.180
4.5970,2.4282,-1.3656,9.8256,10.213
4.6020,2.2930,0.1937,9.8317,10.097
4.6430,1.8035,2.4048,9.8451,10.294
4.6450,0.9043,4.4888,9.8658,10.877
4.6480,0.6039,5.6313,6.0935,8.319
4.6490,-0.8285,7.3423,3.8060,8.312
4.6510,-0.4396,7.4279,5.0881,9.014
4.6730,-0.2262,5.6265,7.2260,9.161
4.6750,-0.6769,3.7752,9.0378,9.818
4.6800,-0.5748,2.1264,9.9629,10.204
4.7470,0.0974,0.7416,9.9599,9.988
4.7480,0.5257,-0.3347,9.9578,9.977
4.7490,0.3861,-1.2313,9.9587,10.042
4.7510,-0.1088,-1.9959,9.9620,10.161
4.7520,-0.3246,-2.7872,7.9849,8.464
4.7540,-0.5781,-3.4088,5.7291,6.692
4.7550,-0.7490,-3.7417,3.4216,5.125
4.7600,-0.7351,-3.7823,1.5481,4.152
4.7690,-0.6760,-3.9036,0.1877,3.966
4.7900,-0.6003,-3.7816,-0.8690,3.926
4.7910,-0.6078,-3.5875,-1.9895,4.147
4.7990,-0.8876,-3.4713,-3.6094,5.086
4.8750,-1.1613,-3.3743,-5.7572,6.774
4.8780,-1.5449,-3.2165,-7.9957,8.756
4.8790,-1.5565,-3.2208,-10.1806,10.791
4.8820,-1.5058,-3.2418,-12.1259,12.642
4.8850,-1.4227,-3.2787,-13.5509,14.014
4.8940,-1.2504,-3.2280,-14.7242,15.126
4.8970,-1.0840,-3.2036,-15.3164,15.685
4.8990,-1.0290,-3.0760,-15.4420,15.779
4.9030,-1.0671,-2.9451,-15.4733,15.787
4.9050,-1.2406,-2.9223,-15.5870,15.907
4.9360,-1.2904,-2.8521,-15.6143,15.925
4.9380,-1.2915,-2.8737,-15.5147,15.831
4.9400,-1.2574,-2.8925,-15.3371,15.658
4.9440,-1.2732,-2.9840,-15.2007,15.543
4.9480,-1.3061,-3.1870,-15.1434,15.530
4.9580,-1.2730,-3.3485,-14.8626,15.288
4.9680,-1.1719,-3.4961,-14.1969,14.668
4.9840,-1.1737,-3.6401,-13.2661,13.806
4.9870,-1.1895,-3.7725,-12.2029,12.828
4.9980,-1.1196,-4.0246,-10.8701,11.645
5.0310,-1.1314,-4.2199,-9.4808,10.439
5.0330,-1.3856,-4.2403,-8.4335,9.541
5.0340,-1.4095,-4.2867,-7.7499,8.968
5.0370,-1.1657,-4.1651,-6.7074,7.981
5.0580,-0.9333,-3.6380,-5.3762,6.558
5.0590,-0.7904,-2.9248,-4.5662,5.480
5.0670,-0.5661,-2.2139,-4.0391,4.641
5.0990,-0.4181,-1.3357,-2.7374,3.074
5.1010,-0.3947,-0.6858,-0.4355,0.903
5.1020,-0.1281,-0.5099,1.8927,1.964
5.1070,0.7431,-0.7167,4.6904,4.803
5.1170,1.7561,-0.9329,7.9120,8.158
5.1320,2.5716,-1.1856,9.9399,10.335
5.1360,2.7905,-1.3719,9.9167,10.393
5.1750,2.4827,-1.7678,9.8967,10.355
5.1780,1.5586,-2.6296,9.8772,10.339
5.1790,0.5378,-3.2672,9.8566,10.398
5.1800,0.7559,-3.8106,9.8382,10.577
5.1890,0.1540,-3.2779,9.8251,10.359
5.1960,-0.7194,-2.1709,9.8178,10.081
5.2060,-0.9642,-0.8953,9.8146,9.902
5.2160,-0.7525,0.5140,9.8140,9.856
5.2330,-0.0330,1.9281,9.8151,10.003
5.2380,1.1433,3.5456,9.8215,10.504
5.2460,1.5264,4.0945,9.8215,10.750
5.2670,2.0177,4.7859,9.8255,11.114
5.2680,1.8746,4.7147,9.8290,11.061
5.2760,1.3049,4.1090,9.8314,10.735
5.2860,1.2457,3.3552,9.8339,10.465
5.2950,0.9257,2.7836,9.8374,10.265
5.3060,0.9771,2.2581,9.8421,10.145
5.3160,1.0420,1.6437,9.8483,10.039
5.3330,0.8156,1.0049,9.4110,9.500
