time,ax,ay,az,aT
5.3970,1.4145,1.8269,10.3173,10.573
5.3990,1.7105,1.9539,10.3149,10.637
5.4010,2.1229,1.9388,9.5239,9.948
5.4130,2.1693,1.7200,7.2736,7.783
5.4200,1.6510,1.4813,5.3012,5.747
5.4310,1.0830,1.3155,3.4334,3.833
5.4410,0.6865,1.3699,2.1641,2.652
5.4540,0.3564,1.1645,1.6335,2.038
5.5090,-0.3434,1.0489,1.6956,2.023
5.5120,-1.0712,0.8738,1.7433,2.225
5.5140,-1.4248,0.8193,1.5023,2.227
5.5160,-1.8689,0.8177,1.3932,2.470
5.5180,-2.1741,0.7958,1.1631,2.591
5.5200,-2.3355,0.3713,0.9104,2.534
5.5210,-2.4776,-0.2138,0.2557,2.500
5.5310,-2.4557,-0.6554,-1.1005,2.770
5.5400,-2.3611,-1.1820,-2.4817,3.624
5.5670,-2.1068,-1.5737,-3.7843,4.608
5.5690,-1.8310,-1.9517,-5.0775,5.740
5.5730,-1.8072,-2.3404,-6.1478,6.822
5.5860,-1.9140,-2.8522,-7.1755,7.955
5.5910,-1.7094,-3.2336,-7.9948,8.792
5.6010,-1.3652,-3.5827,-8.4012,9.235
5.6100,-1.2451,-3.8520,-8.5429,9.454
5.6200,-0.8406,-3.9199,-8.7491,9.624
5.6290,-0.3863,-3.6606,-8.6446,9.396
5.6390,0.1050,-3.4355,-8.2283,8.917
5.6500,0.6457,-3.2073,-7.6722,8.341
5.6730,0.2222,-3.1947,-7.5178,8.171
5.6740,-0.0204,-3.2899,-7.5586,8.244
5.6800,-0.2066,-3.2886,-7.8086,8.475
5.6890,-0.3858,-3.0943,-7.6741,8.283
5.6990,-0.4606,-2.7027,-7.5059,7.991
5.7100,-0.0621,-2.1032,-7.6652,7.949
5.7190,0.1820,-1.7241,-6.8553,7.071
5.7360,0.0138,-1.4411,-5.2097,5.405
5.7390,0.0125,-1.3044,-3.7609,3.981
5.7620,0.0643,-1.3429,-1.6055,2.094
5.7630,-0.0393,-1.2758,1.3996,1.894
5.7680,-0.1792,-1.1672,4.4308,4.585
5.7830,-0.0308,-0.6433,6.7860,6.816
5.7880,0.0041,0.1273,9.0356,9.037
5.7980,0.1312,1.1108,10.2057,10.267
5.8090,0.6552,2.2952,10.1603,10.437
5.8190,1.5292,3.1869,10.1204,10.720
5.8340,2.2543,3.5212,10.0885,10.921
5.8420,2.7147,3.6056,10.0679,11.033
5.8680,2.9080,3.8136,10.0616,11.146
5.8710,2.4197,3.8533,10.0707,11.051
5.8750,1.5248,3.4675,10.0936,10.781
5.8800,0.7132,3.4377,7.4046,8.195
5.8880,-0.2056,3.1850,4.6197,5.615
5.8980,-1.0340,2.8130,2.0453,3.628
5.9080,-1.1123,2.8530,0.1083,3.064
5.9170,-0.9677,2.6333,-1.3591,3.117
5.9270,-0.3936,1.6793,-2.7221,3.223
5.9380,0.5757,0.5712,-3.2758,3.375
5.9560,1.6433,-0.0747,-3.4131,3.789
5.9580,1.8488,-0.5173,-3.0922,3.640
5.9670,2.1211,-0.9406,-3.6572,4.331
5.9780,1.9504,-1.3509,-4.8104,5.364
5.9870,1.5252,-1.5781,-5.7977,6.199
5.9970,1.0406,-1.8757,-7.5629,7.861
6.0090,0.7378,-1.9583,-7.8898,8.163
6.0170,0.3003,-2.1948,-9.0082,9.277
6.0280,0.4599,-2.3104,-9.5699,9.856
6.0390,0.7312,-2.4404,-9.1162,9.465
6.0470,1.2152,-2.5406,-9.1981,9.620
6.0670,1.2802,-2.6692,-9.0900,9.560
6.0690,0.9413,-2.7684,-8.5661,9.051
6.0770,1.0115,-2.6790,-7.7273,8.241
6.0870,1.2292,-2.4036,-6.9661,7.471
6.0970,1.7917,-1.8000,-6.2623,6.758
6.1090,2.0556,-1.2714,-6.1262,6.586
6.1170,1.8976,-0.8600,-5.9822,6.335
6.1260,1.5944,-0.4844,-5.9607,6.189
6.1380,0.9531,-0.2837,-5.1725,5.267
6.1510,-0.0466,-0.2252,-3.7012,3.708
6.1820,-1.0835,-0.0158,-1.7392,2.049
6.1840,-1.6930,0.4736,-0.2909,1.782
6.1860,-1.8940,0.7900,0.5932,2.136
6.1890,-1.2428,0.6080,1.0050,1.710
6.2020,0.2886,0.5400,1.8656,1.964
6.2060,1.4162,0.0754,4.1369,4.373
6.2160,2.1436,-0.7948,7.8374,8.164
6.2260,2.6513,-1.0281,9.9681,10.366
6.2360,2.6458,-0.6817,9.9467,10.315
6.2550,2.4788,0.1106,9.9384,10.243
6.2570,2.2755,0.4876,9.9400,10.209
6.2660,2.0254,0.4331,9.9472,10.161
6.2760,2.1220,0.3045,9.9564,10.185
6.2860,2.3899,0.2324,9.9645,10.250
6.2960,2.3757,-0.0898,9.4622,9.756
6.3050,1.9540,-0.6033,7.7652,8.030
6.3150,1.4383,-1.1220,6.0714,6.339
6.3250,0.9739,-1.3705,4.2613,4.581
6.3350,0.3916,-1.3597,3.1771,3.478
6.3460,-0.2643,-1.3703,2.7513,3.085
6.3730,-1.0074,-1.1918,2.4584,2.912
6.3750,-1.4177,-0.9458,2.7117,3.203
6.3770,-1.2203,-0.5075,1.8627,2.284
6.3850,-0.8605,-0.5729,0.7500,1.277
6.3950,-0.7996,-0.7340,-0.4540,1.177
6.4060,-0.8711,-0.9737,-2.1034,2.476
6.4150,-1.0190,-1.1300,-3.7242,4.023
6.4250,-1.4846,-1.4422,-5.2603,5.653
6.4350,-1.9682,-1.6357,-6.3873,6.881
6.4510,-2.2008,-2.0043,-7.4757,8.047
6.5000,-2.3671,-2.0821,-8.2386,8.821
6.5020,-2.5049,-2.0730,-8.6627,9.253
6.5040,-2.6941,-2.1441,-9.1363,9.764
6.5060,-2.5685,-2.3814,-9.3530,9.987
6.5070,-1.9940,-2.2407,-9.4690,9.933
6.5080,-1.3241,-1.9823,-9.3306,9.630
6.5140,-0.8780,-2.1960,-9.2262,9.524
6.5250,-0.9923,-2.3644,-8.7737,9.141
6.5340,-1.2119,-2.6460,-7.8653,8.387
6.5460,-1.4220,-2.9792,-7.1489,7.874
6.6400,-1.6713,-3.1815,-7.0932,7.952
6.6430,-1.7889,-3.1039,-7.3803,8.204
6.6450,-1.6208,-2.6778,-7.9836,8.575
6.6470,-1.8851,-2.1633,-7.7681,8.281
6.6490,-2.1387,-2.2509,-7.1474,7.793
6.6560,-1.9862,-2.2992,-5.5388,6.317
6.6580,-1.6783,-2.1474,-3.1254,4.147
6.6600,-1.6396,-1.7081,-0.6247,2.449
6.6620,-1.0997,-0.9246,0.6814,1.590
6.6630,-0.7418,0.1304,3.2090,3.296
6.6650,-0.9885,1.0516,6.1715,6.338
6.6680,-1.1243,1.3344,9.3008,9.463
6.6740,-1.1723,1.2235,10.0827,10.224
6.6840,-0.5597,1.2902,10.0553,10.153
6.6940,1.0458,1.9643,10.0389,10.283
6.7270,2.3753,2.5315,10.0365,10.620
6.7300,2.9966,2.7382,10.0479,10.837
6.7330,2.9273,2.6856,10.0710,10.826
6.7360,2.1001,2.9550,8.0066,8.789
6.7440,1.2180,3.0094,5.2249,6.151
6.7680,0.3323,3.0686,3.1103,4.382
6.7700,-0.5516,3.0200,1.3437,3.351
6.7730,-1.0793,2.9143,0.2436,3.117
6.7970,-1.3530,2.6353,-0.7616,3.059
6.8030,-1.2808,2.2530,-1.7167,3.109
6.8060,-0.8714,1.8181,-2.5276,3.233
6.8140,-0.2898,1.2338,-2.9616,3.221
6.8230,0.1934,0.7751,-2.5678,2.689
6.8330,0.1459,0.0150,-2.2629,2.268
6.8460,0.0293,-0.8013,-3.0275,3.132
6.8800,0.0362,-1.3787,-3.7799,4.024
6.8820,0.0117,-1.7412,-4.9919,5.287
6.8850,-0.1042,-1.9378,-6.3775,6.666
6.8870,-0.0545,-2.1546,-7.5130,7.816
6.8930,-0.0158,-2.1732,-8.1802,8.464
6.9030,0.1653,-2.2643,-8.8552,9.142
6.9120,0.3994,-2.3243,-9.2129,9.510
6.9220,0.6361,-2.4806,-9.4306,9.772
6.9320,0.9821,-2.5803,-9.3926,9.790
6.9560,1.4961,-2.7487,-9.3667,9.876
6.9580,1.9984,-2.5612,-9.0830,9.646
6.9650,2.3440,-2.2628,-8.2577,8.877
6.9730,2.4658,-2.1556,-6.9007,7.638
6.9820,2.3258,-2.2893,-5.8171,6.670
6.9920,2.7764,-2.1425,-5.5757,6.587
7.0020,3.4627,-1.8626,-5.7200,6.941
7.0110,3.2958,-1.6502,-4.9488,6.171
7.0220,2.4804,-1.4243,-4.2980,5.163
7.0310,1.2953,-1.0249,-2.7813,3.235
7.0460,0.4281,-0.5051,-0.7654,1.012
7.0840,0.1774,0.1469,2.2963,2.308
7.0870,-0.1808,0.4559,6.1534,6.173
7.0880,-0.0225,0.8882,9.6387,9.680
7.0900,0.7112,0.7930,9.8837,9.941
7.0910,1.1564,0.3613,9.8716,9.946
7.1010,1.5870,-0.0497,9.8604,9.987
7.1110,1.7253,-0.0578,9.8506,10.001
7.1210,1.6431,0.0792,9.8427,9.979
7.1310,1.5384,0.4693,9.8379,9.968
7.1450,1.4612,0.7652,9.8368,9.974
7.1770,1.3655,0.6851,9.4083,9.532
7.1800,0.9708,0.3790,7.2446,7.319
7.1820,0.9301,0.3442,4.6000,4.706
7.1830,0.8127,0.3007,2.2304,2.393
7.1910,0.7377,0.0628,0.1831,0.763
7.2010,0.6623,-0.1867,-1.3031,1.474
7.2100,0.6334,-0.5075,-2.7030,2.822
7.2200,0.7716,-0.6313,-3.9351,4.059
7.2300,0.7511,-0.5981,-4.4775,4.579
7.2420,0.8788,-0.7967,-4.9097,5.051
7.2810,0.9826,-0.8009,-5.1353,5.289
7.2830,0.8787,-0.9849,-5.4992,5.655
7.2850,0.8060,-1.2107,-5.9819,6.156
7.2870,0.6952,-1.4038,-6.3345,6.525
7.2910,0.2009,-1.4027,-6.4670,6.620
7.3030,-0.0360,-1.3701,-6.7528,6.890
7.3100,-0.2520,-1.3652,-6.8328,6.972
7.3210,-0.4887,-1.5926,-7.1674,7.358
7.3440,-0.6690,-1.6621,-7.4307,7.644
7.3460,-0.7816,-1.6978,-7.4509,7.682
7.3800,-0.5710,-1.6045,-7.3814,7.575
7.3820,-0.5321,-1.4967,-6.8021,6.985
7.3840,-0.2126,-1.5328,-6.0647,6.259
7.3860,-0.4285,-1.4726,-5.0041,5.234
7.3900,-1.0803,-1.4727,-3.1424,3.635
7.4020,-1.7969,-1.3935,-0.5217,2.333
7.4090,-2.0738,-0.8750,2.2008,3.148
7.4200,-1.9830,-0.2196,4.5797,4.995
7.4310,-1.7671,-0.1386,6.0817,6.335
7.4390,-1.5213,-0.3456,6.5164,6.701
7.4630,-2.0540,-1.1165,6.2503,6.673
7.4650,-2.1375,-1.1106,8.0081,8.362
7.4690,-0.6420,-0.1810,8.0973,8.125
7.4790,-0.2674,0.4653,6.9642,6.985
7.5120,-0.6408,0.5938,5.3052,5.377
7.5140,-1.7014,0.2891,4.5843,4.898
7.5170,-1.6931,0.5234,4.1630,4.524
7.5200,-1.3069,0.9477,3.7479,4.081
7.5290,-0.9012,1.0365,3.4168,3.682
7.5390,-0.4238,1.0565,2.7289,2.957
7.5730,0.1415,1.0394,2.4826,2.695
7.5750,0.4720,0.9378,2.2791,2.509
7.5760,-1.7669,-0.3293,2.8338,3.356
7.5780,0.2529,0.7415,2.6858,2.798
7.5900,0.4407,0.6781,2.5859,2.709
7.5980,0.4431,0.0661,1.3361,1.409
7.6080,0.2216,-0.3546,-0.0396,0.420
7.6180,0.2515,-0.4729,-0.9058,1.052
7.6290,0.3397,-0.2210,-1.4268,1.483
7.6380,0.1960,-0.2560,-2.2036,2.227
7.6580,-0.0612,-0.3277,-2.4954,2.518
7.6600,-0.3587,-0.5631,-2.0296,2.137
7.7030,-0.2789,-0.7205,-1.3366,1.544
7.7050,0.3517,-0.8536,-1.1184,1.450
7.7060,0.5462,-1.1327,-0.8567,1.522
7.7090,0.5954,-1.4594,-0.7280,1.736
7.7120,0.4994,-1.5368,-1.1808,2.001
7.7180,0.5049,-1.3967,-1.7737,2.313
7.7280,0.3728,-1.3704,-2.9433,3.268
7.7410,0.1690,-1.4979,-3.3835,3.704
7.7530,-0.1118,-1.4822,-3.9196,4.192
7.7600,-0.2806,-1.2650,-4.0116,4.216
7.7860,-0.4453,-1.0972,-3.5071,3.702
7.7870,-0.4220,-0.8383,-2.9133,3.061
7.7890,-0.2426,-0.8101,-2.5693,2.705
7.7980,0.0045,-0.7755,-2.4079,2.530
7.8070,0.1866,-0.8387,-2.2418,2.401
7.8170,0.3606,-0.5796,-2.4392,2.533
7.8280,0.9871,-0.3305,-2.6693,2.865
7.8370,1.2522,-0.3520,-2.6692,2.969
7.8550,0.8212,-0.5138,-2.6742,2.844
7.8570,0.1219,-0.6866,-2.7800,2.866
7.8910,-0.3420,-0.4523,-2.7896,2.847
7.8940,-0.5729,-0.1784,-2.9514,3.012
7.8960,-0.6879,-0.1019,-2.8972,2.980
7.8980,-0.6483,-0.1615,-2.8965,2.973
7.9060,-0.5122,-0.2939,-2.8059,2.867
7.9170,-0.1859,-0.3866,-2.8261,2.858
7.9260,0.1644,-0.4644,-2.5367,2.584
7.9360,0.3918,-0.6591,-2.1201,2.255
7.9590,0.1719,-0.6165,-1.6767,1.795
7.9600,-0.0288,-0.5334,-1.3354,1.438
7.9820,-0.2216,-0.3416,-0.5015,0.646
7.9820,-0.2454,-0.2554,-0.0793,0.363
7.9860,0.5088,0.0597,-2.5179,2.570
7.9990,-0.7378,-0.4351,-1.1582,1.441
8.0170,-1.0599,-0.0629,0.5933,1.216
8.0190,-1.1336,0.4886,0.7842,1.462
8.0260,-0.9354,0.5804,0.1493,1.111
8.0360,-0.7343,0.3589,-0.3757,0.900
8.0500,-0.3914,0.3028,-0.2099,0.538
8.0560,-0.0425,0.2314,-0.7189,0.756
8.0760,0.1664,0.5851,-1.9476,2.040
8.0770,0.3753,0.8596,-2.2219,2.412
8.0870,-0.1988,0.3784,-2.0468,2.091
