time,ax,ay,az,aT
5.4090,0.3062,1.3424,-2.2639,2.650
5.4140,0.5048,1.4223,-1.9779,2.488
5.4230,0.6037,1.5267,-1.7561,2.404
5.4610,0.6359,1.7230,-1.6943,2.499
5.4620,0.6817,1.9742,-1.5041,2.574
5.4630,0.6579,2.1194,-1.0751,2.466
5.4640,0.5119,2.1995,-0.6302,2.345
5.4710,0.5125,2.2345,-0.3612,2.321
5.4860,0.7633,2.1983,-0.0332,2.327
5.4910,1.0741,2.0472,-0.0894,2.314
5.5010,1.4337,1.8374,-0.2094,2.340
5.5110,1.6358,1.5041,-0.2193,2.233
5.5260,1.7450,1.1176,0.5080,2.134
5.5640,1.8707,0.8029,1.3543,2.445
5.5660,2.2003,0.7011,1.4752,2.740
5.5670,2.6023,0.6989,1.2933,2.989
5.5680,2.6638,0.6518,0.8981,2.886
5.5700,2.7192,0.2286,1.4514,3.091
5.5830,2.8819,-0.2617,2.3129,3.705
5.5910,3.4471,-0.1754,2.8999,4.508
5.6010,4.1616,0.3277,3.6920,5.573
5.6110,4.4441,0.3821,4.7249,6.498
5.6260,3.7859,-0.2266,5.7690,6.904
5.6300,2.8388,-0.9808,6.6538,7.300
5.6410,2.1773,-1.5266,7.2935,7.763
5.6650,1.8629,-1.8267,7.4302,7.875
5.6670,1.7596,-1.8872,7.2606,7.705
5.6710,1.5435,-1.9071,6.5931,7.035
5.6810,1.1184,-1.8899,5.6567,6.068
5.6900,0.5938,-1.8956,4.5901,5.002
5.7000,-0.0760,-1.8759,3.5990,4.059
5.7100,-0.6576,-1.7662,2.8147,3.387
5.7260,-1.0616,-1.6171,2.1502,2.892
5.7770,-1.3413,-1.5279,1.7125,2.658
5.7800,-1.4943,-1.5251,1.2172,2.458
5.7810,-1.5180,-1.6004,0.6013,2.286
5.7820,-1.4163,-1.6383,-0.2133,2.176
5.7830,-1.2202,-1.7290,-1.0220,2.350
5.7840,-1.0161,-1.8274,-1.8537,2.794
5.7900,-0.7835,-1.9413,-2.6651,3.389
5.8000,-0.6429,-2.0062,-3.4680,4.058
5.8100,-0.6324,-2.0514,-4.0792,4.610
5.8380,-0.5882,-2.0668,-4.6900,5.159
5.8400,-0.6724,-2.0642,-5.0973,5.540
5.8420,-0.7303,-2.0330,-5.4380,5.851
5.8700,-0.7432,-2.0165,-5.7328,6.122
5.8720,-0.7937,-1.9221,-5.9731,6.325
5.8730,-0.8665,-1.7248,-6.1186,6.416
5.8800,-0.9189,-1.6452,-6.1313,6.414
5.8890,-1.0048,-1.6155,-5.9366,6.234
5.8990,-1.2225,-1.6619,-5.6663,6.030
5.9100,-1.4958,-1.6303,-5.4246,5.858
5.9300,-1.4265,-1.5809,-5.5908,5.983
5.9320,-1.5065,-1.7656,-5.2599,5.749
5.9390,-1.0964,-1.6702,-4.1339,4.591
5.9720,-0.4030,-1.4423,-3.0594,3.406
5.9760,0.1150,-1.2587,-2.0550,2.413
5.9770,0.2336,-1.2764,-1.2567,1.806
5.9790,0.0062,-1.3456,-0.6936,1.514
5.9890,-0.3151,-1.4275,-0.2592,1.485
5.9990,-0.6676,-1.4020,0.0668,1.554
6.0090,-0.8695,-1.3630,0.4387,1.675
6.0290,-0.9706,-1.6108,1.4453,2.372
6.0310,-0.8116,-1.7791,2.0741,2.851
6.0420,-0.4693,-1.6144,2.3344,2.877
6.0740,-0.1854,-1.2609,2.3241,2.651
6.0760,-0.3976,-1.0215,2.1765,2.437
6.0770,-1.0099,-0.9063,1.8683,2.309
6.0830,-2.0901,-0.9538,1.5623,2.778
6.0880,-3.0884,-1.0585,1.3092,3.517
6.0980,-3.3828,-0.9041,0.7592,3.583
6.1080,-2.6748,-0.4103,0.2703,2.720
6.1270,-1.2762,0.0764,0.5898,1.408
6.1280,-0.2779,0.1413,1.2538,1.292
6.1370,0.1154,-0.2695,1.8885,1.911
6.1700,0.3059,-0.6456,2.2653,2.375
6.1710,0.3321,-0.6885,2.2572,2.383
6.1720,0.3223,-0.6305,1.9749,2.098
6.1790,0.2011,-0.5395,1.2251,1.354
6.1870,-0.0946,-0.5159,2.3453,2.403
6.1980,0.0222,-0.4602,3.4283,3.459
6.2070,0.2553,-0.0046,2.9773,2.988
6.2170,0.2687,0.6391,2.3003,2.402
6.2380,0.0878,1.0197,1.9348,2.189
6.2390,-0.1323,0.9900,1.6716,1.947
6.2740,-0.3929,0.7920,1.4020,1.657
6.2760,-0.4430,0.6716,1.0249,1.303
6.2770,-0.2682,0.6452,0.5209,0.872
6.2780,0.0131,0.6488,-0.0077,0.649
6.2860,0.2130,0.5360,-0.5505,0.797
6.2970,0.3375,0.3909,-1.1733,1.282
6.3060,0.4543,0.3513,-1.8951,1.980
6.3170,0.5273,0.4518,-2.4324,2.530
6.3380,0.4810,0.5183,-2.8624,2.948
6.3390,0.3452,0.5029,-3.1071,3.166
6.3800,0.2913,0.5682,-3.3479,3.408
6.3830,0.1097,0.7344,-3.4823,3.561
6.3850,-0.0897,0.8285,-3.4194,3.519
6.3860,-0.2273,1.0078,-3.1829,3.346
6.3880,-0.5166,1.4171,-2.8051,3.185
6.3970,-0.8165,2.0045,-2.5529,3.347
6.4060,-1.0939,2.5631,-2.1987,3.550
6.4160,-1.4596,3.0729,-1.5904,3.755
6.4400,-1.8788,3.3906,-1.1377,4.040
6.4410,-2.2531,3.5173,-0.9508,4.284
6.4460,-2.3486,3.4612,-0.9716,4.294
6.4560,-2.0882,3.2597,-0.9509,3.986
6.4790,-1.7105,2.9124,-0.7997,3.471
6.4800,-1.2313,2.5292,-0.9608,2.973
6.4860,-0.7928,2.1741,-1.3367,2.672
6.4970,-0.3814,1.9253,-1.5904,2.526
6.5050,0.0794,1.6844,-1.5541,2.293
6.5150,0.4071,1.4176,-1.3753,2.017
6.5360,0.5600,1.0833,-1.1464,1.674
6.5370,0.7392,0.8262,-0.9235,1.443
6.5720,1.0285,0.5642,-0.4740,1.265
6.5740,1.3162,0.2822,0.0927,1.349
6.5760,1.4924,-0.0439,0.5783,1.601
6.5770,1.5377,-0.3189,0.7650,1.747
6.5850,1.3564,-0.5085,0.8110,1.660
6.5960,1.0464,-0.6232,0.8486,1.484
6.6050,0.8293,-0.7070,1.0099,1.486
6.6160,1.0081,-0.5910,1.0229,1.553
6.6520,1.0175,-0.6124,1.0384,1.578
6.6530,0.9745,-0.6292,1.2731,1.722
6.6540,0.5438,-0.8519,1.9141,2.165
6.6560,0.1400,-1.1405,2.7123,2.946
6.6880,0.2398,-1.1713,3.2053,3.421
6.6900,0.6675,-0.9258,3.7871,3.955
6.6940,0.8660,-0.9314,4.4816,4.659
6.6950,0.4491,-1.3961,4.9003,5.115
6.7040,-0.1024,-2.0531,5.2991,5.684
6.7220,-0.5499,-2.5591,5.3886,5.991
6.7610,-0.8186,-2.6867,5.1711,5.885
6.7620,-1.1043,-2.6154,4.8343,5.606
6.7640,-1.4884,-2.6301,4.3822,5.323
6.7660,-1.9092,-2.6005,3.4976,4.758
6.7670,-2.2567,-2.4938,2.7088,4.318
6.7740,-2.5590,-2.4387,2.0880,4.106
6.7840,-2.7836,-2.3705,1.4642,3.938
6.7950,-2.8735,-2.3346,0.8453,3.798
6.8040,-2.9418,-2.2176,0.2387,3.692
6.8140,-2.9997,-2.1491,-0.3241,3.704
6.8400,-3.0787,-2.1802,-0.8966,3.878
6.8410,-3.1363,-2.3021,-1.4781,4.162
6.8440,-3.1650,-2.3814,-2.0954,4.481
6.9000,-3.0702,-2.4508,-2.6480,4.738
6.9030,-3.0038,-2.4289,-3.0296,4.909
6.9050,-2.8961,-2.4495,-3.3769,5.079
6.9070,-2.8165,-2.4766,-3.6271,5.217
6.9090,-2.7682,-2.5339,-3.8612,5.385
6.9110,-2.7927,-2.6409,-4.1489,5.656
6.9140,-2.6718,-2.7121,-4.4325,5.843
6.9420,-2.5232,-2.6650,-4.6534,5.926
6.9440,-2.3921,-2.6503,-4.9317,6.088
6.9470,-2.3282,-2.6289,-5.0575,6.157
6.9540,-2.2111,-2.5433,-5.1241,6.133
7.0000,-2.1826,-2.5372,-5.1328,6.127
7.0020,-1.9075,-2.0083,-4.6658,5.426
7.0030,-1.7940,-1.7247,-4.3654,5.025
7.0050,-1.7250,-1.5334,-4.1224,4.724
7.0070,-1.6656,-1.3871,-3.8586,4.426
7.0130,-1.6760,-1.2787,-3.5138,4.098
7.0350,-1.7934,-1.1564,-3.1588,3.812
7.0370,-2.1002,-1.0325,-2.6656,3.547
7.0750,-2.4916,-0.9697,-2.1720,3.445
7.0770,-2.6259,-1.0123,-1.6501,3.262
7.0780,-2.4922,-1.1010,-0.9254,2.877
7.0790,-2.0880,-1.1910,-0.3328,2.427
7.0830,-1.5264,-1.2796,0.1485,1.997
7.0930,-0.8731,-1.2797,0.7332,1.714
7.1020,-0.4135,-1.3017,1.5023,2.030
7.1120,-0.4961,-1.5307,2.0487,2.605
7.1450,-1.0043,-1.9283,2.3816,3.225
7.1460,-1.8554,-2.4551,2.7041,4.097
7.1470,-2.6641,-2.9978,2.9902,5.003
7.1520,-3.0086,-3.3924,3.1590,5.526
7.1650,-2.5261,-3.4822,3.1867,5.354
7.1740,-1.3986,-3.4370,3.1496,4.867
7.1820,-0.1031,-3.5126,3.2263,4.771
7.1920,1.2907,-3.7276,3.6243,5.357
7.2020,2.4131,-3.9157,4.1484,6.194
7.2120,2.9558,-4.0394,4.8944,7.001
7.2340,3.0519,-4.0064,5.2764,7.294
7.2350,3.0208,-3.6700,5.2964,7.117
7.2660,2.7707,-3.2971,5.0514,6.638
7.2670,2.0815,-2.6600,4.3050,5.472
7.2690,1.4658,-2.2536,3.7761,4.635
7.2740,1.0610,-1.7406,3.1474,3.750
7.2810,0.8607,-1.0217,2.3776,2.727
7.2930,0.5906,-0.3790,1.4823,1.640
7.3000,0.3350,0.3136,0.4259,0.626
7.3130,-0.1362,0.6814,-0.2858,0.751
7.3380,-0.6614,0.9114,-0.8936,1.438
7.3390,-1.1548,0.9722,-1.3359,2.016
7.3410,-1.7042,0.9575,-1.6286,2.544
7.3510,-2.1321,0.8987,-1.9313,3.014
7.3780,-2.3982,0.8129,-2.3528,3.457
7.3800,-2.4389,0.7092,-2.8299,3.803
7.3810,-2.3305,0.7006,-3.2141,4.031
7.3920,-2.1749,0.6090,-3.5057,4.170
7.4010,-2.0032,0.4501,-3.7630,4.287
7.4110,-1.8757,0.1982,-3.9740,4.399
7.4440,-1.7117,-0.0993,-4.1862,4.524
7.4460,-1.5020,-0.3479,-4.3595,4.624
7.4510,-1.2092,-0.4934,-4.4726,4.659
7.4530,-0.7739,-0.5192,-4.5213,4.616
7.4810,-0.2170,-0.4948,-4.3245,4.358
7.4830,0.3705,-0.4411,-3.9554,3.997
7.4840,0.9415,-0.4640,-3.5573,3.709
7.4920,1.3089,-0.4598,-3.3164,3.595
7.5000,1.5802,-0.4712,-3.1280,3.536
7.5100,1.8214,-0.5167,-3.0440,3.585
7.5210,1.9916,-0.5264,-2.8749,3.537
7.5410,2.0374,-0.5552,-2.7357,3.456
7.5420,2.0349,-0.5675,-2.5225,3.290
7.5500,2.1718,-0.4983,-2.1971,3.129
7.5710,2.3925,-0.3837,-1.6776,2.947
7.5730,2.5956,-0.2364,-1.0846,2.823
7.5800,2.6286,-0.2196,-0.4284,2.672
7.5910,2.6741,-0.3613,0.0677,2.699
7.6000,2.6653,-0.5258,0.4127,2.748
7.6090,2.7236,-0.5739,0.6042,2.848
7.6340,2.9065,-0.5248,0.7670,3.051
7.6350,3.2228,-0.3730,0.7311,3.326
7.6800,3.5712,-0.1814,0.7010,3.644
7.6820,3.9420,-0.0117,0.7666,4.016
7.6830,4.1912,0.1002,0.9695,4.303
7.6840,4.2792,0.1279,1.1989,4.446
7.6860,4.3036,0.1950,1.3321,4.509
7.6900,4.0795,0.2272,1.4536,4.337
7.6990,3.5188,0.1799,1.3570,3.776
7.7090,2.8084,0.2231,0.9897,2.986
7.7370,2.1451,0.5070,0.4992,2.260
7.7390,1.6203,0.8857,0.0773,1.848
7.7400,1.0878,1.3421,-0.0440,1.728
7.7490,0.5327,1.6692,0.0729,1.754
7.8480,-0.0565,1.8036,0.4790,1.867
7.8510,-0.6538,1.6806,1.1216,2.124
7.8540,-1.1527,1.2692,2.1592,2.757
7.8550,-1.4193,0.6838,3.1666,3.537
7.8570,-1.2494,0.2573,3.8024,4.011
7.8580,-0.7211,0.2453,4.1796,4.248
7.8590,-0.3512,0.3295,4.3223,4.349
7.8610,-0.2984,0.1516,4.5584,4.571
7.8620,-0.5498,-0.2787,4.7776,4.817
7.8630,-0.9845,-0.7348,4.7273,4.884
7.8650,-1.4573,-1.1273,4.5634,4.921
7.8720,-1.9257,-1.2407,3.6348,4.296
7.8780,-2.0834,-1.1942,2.7990,3.688
7.9050,-2.1254,-1.1431,1.9777,3.120
7.9080,-2.2016,-1.1021,1.1859,2.733
7.9090,-2.0719,-1.0163,0.4758,2.356
7.9400,-1.8662,-0.9449,-0.1461,2.097
7.9420,-1.6291,-0.9481,-0.7376,2.024
7.9430,-1.4741,-1.0405,-1.4224,2.298
7.9480,-1.3905,-1.1697,-2.0874,2.768
7.9580,-1.3078,-1.2905,-2.7386,3.298
7.9830,-1.2312,-1.3871,-3.3076,3.792
7.9850,-1.1554,-1.4841,-3.7878,4.229
7.9870,-1.1887,-1.5456,-4.1752,4.608
7.9980,-1.2161,-1.5780,-4.5159,4.936
8.0190,-1.2715,-1.6195,-4.7042,5.135
8.0200,-1.2256,-1.6413,-4.8432,5.259
8.0270,-1.1403,-1.5630,-4.8462,5.218
8.0390,-1.0370,-1.4488,-4.8211,5.140
8.0470,-0.9348,-1.3743,-4.6746,4.961
8.0690,-0.8518,-1.2525,-4.4448,4.696
8.0710,-0.8016,-1.1749,-4.0860,4.327
8.0770,-0.8754,-1.2413,-3.4078,3.731
8.1060,-0.8855,-1.3008,-2.8778,3.280
8.1080,-0.7452,-1.3238,-2.4220,2.859
8.1090,-0.5244,-1.2531,-2.0953,2.497
8.1210,-0.3297,-1.1583,-1.7862,2.154
8.1270,-0.1740,-1.1587,-1.4755,1.884
8.1370,-0.0861,-1.1675,-1.2855,1.739
8.1470,0.0078,-1.1336,-1.2015,1.652
8.1640,0.1593,-1.0261,-1.1262,1.532
8.2020,0.2573,-0.8279,-1.1037,1.404
8.2030,0.2842,-0.6961,-1.0025,1.253
8.2040,0.1790,-0.5991,-0.8133,1.026
8.2050,-0.0369,-0.6166,-0.5823,0.849
8.2060,-0.3306,-0.6579,-0.3400,0.811
8.2170,-0.5135,-0.6160,-0.1236,0.811
8.2260,-0.4968,-0.5974,0.0424,0.778
8.2360,-0.5254,-0.6247,0.2722,0.860
8.2460,-0.5600,-0.6311,0.2978,0.895
8.2620,-0.5352,-0.5031,0.0841,0.739
8.3140,-0.6169,-0.3940,-0.1768,0.753
8.3160,-1.0549,-0.5947,-0.2405,1.235
8.3180,-2.0433,-1.1735,-0.0551,2.357
8.3190,-3.1331,-1.7322,0.4701,3.611
8.3200,-3.5894,-2.1942,1.2455,4.387
8.3220,-3.3713,-2.4022,2.1460,4.663
8.3250,-2.1456,-2.1156,3.2051,4.399
8.3360,0.1641,-1.3916,5.1098,5.298
8.3460,2.2747,-0.6664,7.3562,7.729
8.3630,3.2417,-0.3881,7.6748,8.340
8.3650,2.8674,-0.9266,6.9384,7.564
8.3750,1.7206,-1.8766,5.4665,6.030
8.4440,0.5817,-2.5139,3.7908,4.586
8.4460,-0.2370,-2.5630,2.4184,3.532
8.4470,-0.7060,-2.1737,1.7052,2.852
8.4480,-0.9678,-1.5291,0.8985,2.020
8.4490,-1.2927,-0.8153,0.2006,1.541
8.4500,-1.5492,-0.2198,-0.7366,1.729
8.4510,-1.8198,0.1415,-1.6385,2.453
8.4550,-2.1340,0.1588,-2.1685,3.047
8.4780,-2.4107,0.0540,-2.3179,3.345
8.4790,-2.5029,-0.0679,-2.4765,3.522
8.5270,-2.2907,-0.0984,-2.7091,3.549
8.5290,-1.8474,-0.0328,-2.9357,3.469
8.5300,-1.2032,-0.0559,-3.3231,3.535
8.5320,-0.8405,-0.1427,-3.6849,3.782
8.5330,-0.4860,-0.2485,-3.9287,3.966
8.5350,-0.1782,-0.2638,-4.0850,4.097
8.5450,0.0459,-0.2003,-4.1810,4.186
8.5600,0.1969,-0.1356,-4.2071,4.214
8.5950,0.2978,-0.0887,-4.1597,4.171
8.5960,0.3495,0.0686,-4.0935,4.109
8.5970,0.3291,0.2220,-3.8408,3.861
8.5990,0.3321,0.3845,-3.6846,3.719
8.6050,0.3965,0.4521,-3.4336,3.486
8.6160,0.4495,0.5410,-3.0904,3.169
8.6240,0.4480,0.6352,-2.7960,2.902
8.6340,0.4273,0.6688,-2.3845,2.513
8.6450,0.2980,0.6588,-2.1034,2.224
8.6630,0.0676,0.6055,-1.7966,1.897
8.6650,-0.0377,0.5695,-1.8061,1.894
8.6930,0.0135,0.5816,-1.7704,1.864
8.6950,0.1040,0.5138,-1.6675,1.748
8.6960,0.3919,0.4302,-1.6022,1.705
8.7040,0.7457,0.4095,-1.3954,1.634
8.7150,1.1280,0.4600,-1.1110,1.649
8.7240,1.4703,0.4915,-0.7105,1.705
8.7330,1.7264,0.5829,-0.2220,1.836
8.7440,2.0268,0.6940,0.2694,2.159
8.7620,2.2184,0.7691,0.7273,2.458
8.7630,2.2875,0.7739,1.0738,2.643
8.7730,2.1418,0.7401,1.3026,2.614
8.8030,1.8204,0.6760,1.4893,2.447
8.8040,1.3325,0.4018,2.1075,2.526
8.8050,0.8654,0.1555,2.9923,3.119
8.8150,0.7498,0.2395,4.4085,4.478
8.8230,1.0855,0.6753,6.1014,6.234
8.8330,1.4111,1.0453,7.9799,8.171
8.8430,1.5190,1.0888,9.3585,9.543
8.8590,1.2597,0.7139,9.8356,9.942
8.8650,0.8711,0.1959,9.8257,9.866
8.9540,0.6374,-0.3004,9.5301,9.556
8.9550,0.7030,-0.5826,8.1692,8.220
8.9570,0.9906,-0.6989,6.4456,6.559
8.9580,1.1287,-0.7676,4.9056,5.092
8.9590,0.9669,-0.8810,3.3421,3.589
8.9600,0.5328,-1.0835,2.2624,2.564
8.9630,0.0519,-1.1751,1.3242,1.771
8.9640,-0.4126,-1.1163,0.3975,1.255
8.9650,-0.9964,-1.1024,-0.4267,1.546
8.9660,-1.4503,-1.1635,-0.9846,2.104
8.9730,-1.7602,-1.2335,-1.5059,2.624
8.9970,-1.8613,-1.2727,-1.9782,3.000
8.9980,-1.7366,-1.3109,-2.4512,3.278
9.0020,-1.4881,-1.4066,-2.9702,3.608
9.0450,-1.1970,-1.4846,-3.3768,3.878
9.0460,-0.8295,-1.6167,-3.7639,4.180
9.0470,-0.5786,-1.7998,-4.1933,4.600
9.0490,-0.3397,-1.9955,-4.6882,5.107
9.0520,-0.2001,-2.1575,-5.0917,5.534
9.0650,-0.0573,-2.3631,-5.6546,6.129
9.0720,-0.0441,-2.5211,-5.8156,6.339
9.0960,-0.0431,-2.7696,-6.1187,6.716
9.0970,-0.0482,-2.9621,-6.3971,7.050
9.1020,-0.1307,-3.0927,-6.6021,7.292
9.1390,-0.2091,-3.1302,-6.6603,7.362
9.1400,-0.4136,-3.2468,-6.6144,7.380
9.1420,-0.7335,-3.3947,-6.2629,7.161
9.1440,-1.0050,-3.4743,-5.7392,6.784
9.1520,-1.2059,-3.3476,-5.1252,6.239
9.1620,-1.4662,-3.0480,-4.3807,5.534
9.1820,-1.5852,-2.7868,-3.4650,4.721
9.1840,-1.6543,-2.6200,-2.4127,3.927
9.1910,-1.6439,-2.4928,-1.2800,3.249
9.2180,-1.4146,-2.3596,0.3404,2.772
9.2200,-1.1083,-2.1203,1.3735,2.759
9.2210,-0.8253,-1.8472,2.4143,3.150
9.2310,-0.6129,-1.7426,3.2094,3.703
9.2410,-0.5487,-1.7938,3.5417,4.008
9.2500,-0.5195,-1.7463,3.3683,3.829
9.2610,-0.6534,-1.5158,3.0745,3.490
9.2810,-1.1396,-1.3395,2.9320,3.419
9.2830,-1.8958,-1.4039,2.7095,3.593
9.2910,-2.7133,-1.5469,2.7451,4.158
9.3350,-3.3577,-1.7362,2.7386,4.668
9.3370,-3.4677,-1.7610,2.7421,4.759
9.3380,-2.9044,-1.6142,3.0600,4.517
9.3400,-1.5003,-1.1570,3.1266,3.656
9.3410,0.2366,-0.5907,3.4212,3.480
9.3500,1.7322,-0.2465,4.0202,4.384
9.3760,2.6999,-0.1025,4.5610,5.301
9.3780,3.0298,-0.1471,4.9233,5.783
9.3790,2.6830,-0.2830,4.0141,4.836
9.3900,1.6533,-0.3934,3.3268,3.736
9.4240,0.4978,-0.5503,2.6689,2.770
9.4260,-0.5625,-0.5846,2.0640,2.218
9.4290,-1.4290,-0.5069,1.5825,2.192
9.4300,-2.1012,-0.3326,1.2713,2.478
9.4400,-2.5532,-0.0539,0.9705,2.732
9.4630,-2.8626,0.2366,0.5650,2.927
9.4660,-2.9545,0.4566,0.0043,2.990
9.4690,-2.8869,0.5038,-0.7342,3.021
9.5160,-2.6953,0.4130,-1.4841,3.104
9.5170,-2.4468,0.2375,-2.1370,3.257
9.5180,-2.2222,0.0186,-2.7948,3.571
9.5190,-1.8858,-0.1538,-3.4084,3.898
9.5200,-1.4884,-0.3042,-3.7591,4.054
9.5300,-1.0621,-0.4440,-4.0375,4.198
9.5390,-0.8146,-0.5874,-4.2161,4.334
9.5490,-0.6567,-0.7402,-4.4658,4.574
9.5590,-0.5670,-0.8764,-4.6526,4.768
9.5780,-0.6142,-0.9460,-4.7055,4.839
9.5810,-0.6621,-0.8620,-4.7716,4.894
9.5890,-0.6802,-0.7176,-4.7830,4.884
9.6500,-0.7589,-0.5266,-4.6290,4.720
9.6520,-0.8382,-0.2961,-4.4964,4.583
9.6540,-0.8920,-0.0438,-4.4250,4.514
9.6550,-0.9000,0.1727,-4.3265,4.422
9.6570,-0.8299,0.3837,-4.0956,4.196
9.6590,-0.6971,0.6278,-3.8449,3.958
9.6600,-0.4971,0.9190,-3.5288,3.680
9.6690,-0.2635,1.1486,-3.1585,3.371
9.6950,-0.0821,1.3306,-2.7615,3.067
9.6960,0.0721,1.5524,-2.3315,2.802
9.6980,0.2608,1.7980,-1.7581,2.528
9.7080,0.4450,1.9815,-1.4109,2.473
9.7620,0.5577,2.0730,-1.1159,2.419
9.7650,0.6505,2.0659,-0.7694,2.298
9.7670,0.9237,2.1019,-0.3230,2.318
9.7690,1.4447,2.1423,0.0447,2.584
9.7710,2.3058,2.1574,0.5005,3.197
9.7730,2.7885,2.1373,0.7070,3.584
9.7820,3.1318,2.0813,0.9115,3.869
9.7890,3.2667,1.9711,1.4067,4.066
9.8190,3.2364,1.8882,1.7477,4.135
9.8200,3.0330,1.9202,1.9765,4.098
9.8220,2.4902,1.8831,2.1055,3.766
9.8670,2.0636,1.8998,2.2770,3.613
9.8690,1.5395,1.7466,3.0746,3.857
9.8700,0.9169,1.2195,4.3468,4.607
9.8710,0.7949,0.7219,5.4253,5.531
9.8730,1.5913,0.6772,6.0831,6.324
9.8790,2.7645,0.8149,6.9478,7.522
9.8880,3.4668,0.4407,7.5990,8.364
9.9120,3.2744,-0.4017,7.7162,8.392
9.9130,2.8112,-1.3447,7.3249,7.960
9.9170,2.4345,-2.0341,6.2632,7.021
9.9880,2.2636,-2.3575,4.9294,5.914
9.9910,2.1359,-2.4309,3.7658,4.965
9.9930,1.8019,-2.4298,2.8748,4.173
9.9940,1.2020,-2.4375,2.1307,3.453
9.9950,0.4776,-2.3380,1.4697,2.803
9.9970,-0.2715,-2.2116,0.8492,2.385
9.9980,-0.7802,-2.0440,0.2481,2.202
9.9990,-1.2493,-1.8879,-0.2839,2.282
10.0290,-1.4903,-1.6794,-0.6814,2.346
10.0300,-1.6057,-1.5793,-0.9374,2.440
10.0310,-1.5717,-1.5370,-1.2559,2.532
10.0370,-1.4057,-1.5160,-1.7451,2.705
10.0720,-1.1471,-1.4773,-2.2375,2.916
10.0750,-0.8375,-1.4262,-2.6694,3.140
10.0760,-0.6471,-1.4952,-3.2208,3.609
10.0770,-0.5990,-1.6962,-3.7654,4.173
10.0860,-0.5938,-1.8585,-4.3164,4.737
10.1170,-0.6530,-1.9087,-4.8508,5.254
10.1170,-0.6704,-1.9171,-5.2283,5.609
10.1190,-0.6786,-1.9280,-5.3142,5.694
10.1550,-0.8247,-2.0329,-5.1886,5.633
10.1570,-0.9163,-2.2092,-4.9769,5.522
10.1580,-1.0239,-2.3405,-4.7136,5.361
10.1600,-1.2320,-2.4204,-4.5079,5.263
10.1660,-1.5123,-2.5395,-4.2102,5.144
10.1770,-1.8164,-2.6704,-3.8524,5.027
10.1860,-2.2593,-2.8512,-3.2821,4.900
10.2090,-2.4174,-2.7318,-3.7536,5.234
10.2100,-2.6421,-2.6414,-3.3672,5.029
10.2220,-2.7061,-2.7170,-2.6257,4.648
10.2510,-2.6295,-2.7547,-1.8840,4.249
10.2530,-2.2588,-2.4981,-1.4181,3.654
10.2550,-1.7279,-2.1358,-1.2082,3.001
10.2570,-1.3023,-1.8653,-1.0971,2.526
10.2650,-1.1326,-1.7228,-1.1224,2.347
10.2970,-1.2467,-1.6542,-1.1674,2.378
10.2980,-1.4935,-1.5546,-0.9335,2.349
10.3000,-1.6777,-1.3523,-0.6668,2.256
10.3050,-1.7152,-1.1613,-0.5017,2.131
10.3430,-1.3437,-0.9548,-0.2732,1.671
10.3450,-0.7441,-0.6631,0.2402,1.025
10.3470,-0.2306,-0.3971,0.9626,1.067
10.3480,-0.1614,-0.3969,1.5339,1.593
10.3550,-0.7448,-0.7441,2.1852,2.426
10.3650,-1.8546,-1.7676,1.0291,2.761
10.3920,-1.1732,-1.9238,2.7230,3.534
10.3930,-0.5337,-1.6582,3.2715,3.706
10.3940,2.8082,0.0844,4.2287,5.077
10.4050,4.1142,0.5509,5.7870,7.122
10.4590,4.2705,0.0407,7.1041,8.289
10.4610,4.1489,-0.5572,7.4348,8.532
10.4630,4.0020,-0.7284,6.6473,7.793
10.4640,3.5485,-0.6127,5.0357,6.191
10.4650,2.7300,-0.3165,3.2521,4.258
10.4660,2.3861,0.6274,2.2098,3.312
10.4740,1.7538,1.1191,1.7494,2.718
10.4840,1.2614,1.4517,1.5033,2.441
10.5080,0.7964,1.8531,0.8506,2.189
10.5090,0.4620,2.0495,0.7965,2.247
10.5220,0.4780,1.9305,0.5435,2.062
10.5270,0.6709,1.7688,0.3686,1.927
10.5680,0.7919,1.5017,0.0395,1.698
10.5710,1.0209,1.2142,-0.4597,1.652
10.5720,1.2341,0.9462,-0.9790,1.838
10.5730,1.1776,0.5937,-1.5644,2.046
10.5750,0.8417,0.0690,-2.2607,2.413
10.5840,0.6113,-0.4074,-3.2935,3.374
10.6160,0.5136,-0.6882,-4.0198,4.111
10.6280,0.7134,-0.7799,-4.3483,4.475
10.6290,1.0140,-0.8631,-4.3366,4.536
10.6310,1.3439,-0.8622,-4.1624,4.458
10.6440,1.4686,-0.7951,-3.9761,4.313
10.6460,1.4466,-0.6360,-3.7343,4.055
10.6810,1.2716,-0.4499,-3.7217,3.959
10.6830,0.8143,-0.4371,-3.5415,3.660
10.6840,0.6152,-0.3649,-3.6423,3.712
10.6850,0.4855,-0.2160,-3.1785,3.223
10.7080,0.5868,0.1240,-2.6847,2.751
10.7090,0.4166,0.2635,-2.3120,2.364
10.7130,0.2718,0.4696,-1.8503,1.928
10.7460,0.2485,0.7826,-1.8914,2.062
10.7470,1.2262,1.6287,-3.0931,3.705
10.7480,-0.4624,0.4025,-1.8722,1.970
10.7520,1.0629,0.7234,-3.7429,3.958
10.8010,-0.3200,-0.2982,-2.1212,2.166
10.8030,-0.1408,-0.4037,-2.4465,2.484
10.8040,0.0449,0.1149,-1.4866,1.492
